Date,Open,High,Low,Close,Volume,Adj Close
2010-01-01,100.0,101.3353443587101,99.11595460363894,100.0,2867306,100.0
2010-01-04,100.74507122951685,101.1281018253259,100.00273732054073,100.74507122951685,9652233,100.74507122951685
2010-01-05,100.536129526467,101.14998880221569,100.25329368924898,100.536129526467,1842840,100.536129526467
2010-01-06,101.51287100785648,102.08113036317901,101.44486680749276,101.51287100785648,5394643,101.51287100785648
2010-01-07,103.8319780081764,104.9541740134509,103.29626811311434,103.8319780081764,6889118,103.8319780081764
2010-01-08,103.4672888873542,104.33012553209696,101.85056505161202,103.4672888873542,6128643,103.4672888873542
2010-01-11,103.1039061448962,103.57733874281993,102.55843216898802,103.1039061448962,1125355,103.1039061448962
2010-01-12,105.54625129358958,105.62030857172765,104.7079346988997,105.54625129358958,5222102,105.54625129358958
2010-01-13,106.76124917520858,108.53451181614246,105.42215411876056,106.76124917520858,1615937,106.76124917520858
2010-01-14,106.00942409673588,106.464859896653,105.69822502345575,106.00942409673588,2375607,106.00942409673588
2010-01-15,106.8721712631126,107.09413160382995,105.42236283355126,106.8721712631126,1019477,106.8721712631126
2010-01-18,106.12927443762345,106.41749908706504,105.63425568150721,106.12927443762345,4556210,106.12927443762345
2010-01-19,105.38786102516708,106.7333990398934,105.3502992293361,105.38786102516708,7508856,105.38786102516708
2010-01-20,105.77035931890411,106.91379670613445,104.06202859374692,105.77035931890411,3487111,105.77035931890411
2010-01-21,102.73483423457587,103.81678907268413,101.53824118950944,102.73483423457587,3009606,102.73483423457587
2010-01-22,100.0766970207035,100.1162825121847,99.34154203405171,100.0766970207035,2559757,100.0766970207035
2010-01-25,99.23261884016797,99.90888982958484,98.42858412770232,99.23261884016797,8315830,99.23261884016797
2010-01-26,97.72503057246388,97.752704714195,97.529024263151,97.72503057246388,7156738,97.72503057246388
2010-01-27,98.18567802524171,98.21489429255975,97.05788065565396,98.18567802524171,4432207,98.18567802524171
2010-01-28,96.84835363246731,97.75706605095512,95.86454692494735,96.84835363246731,7171638,96.84835363246731
2010-01-29,94.79666430791686,95.28585749660378,94.73819386771085,94.79666430791686,2881297,94.79666430791686
2010-02-01,96.88074352302837,96.97386604640892,96.46530290915868,96.88074352302837,7083059,96.88074352302837
2010-02-02,96.55264288511316,96.99898189376266,95.88343110331567,96.55264288511316,5529275,96.55264288511316
2010-02-03,96.65044328459174,97.07038581445991,96.47991173927808,96.65044328459174,9519792,96.65044328459174
2010-02-04,94.58490512809502,94.87733528776035,94.23775219470436,94.58490512809502,2135627,94.58490512809502
2010-02-05,93.81254930280619,94.02093865683825,93.0361658190349,93.81254930280619,1245300,93.81254930280619
2010-02-08,93.96863826654547,94.4185118270425,93.88769003269687,93.96863826654547,9972618,93.96863826654547
2010-02-09,92.34627877968676,93.50592283220186,91.35619829877275,92.34627877968676,1092036,92.34627877968676
2010-02-10,92.86669348877363,93.69748571005401,90.15373188953389,92.86669348877363,6995802,92.86669348877363
2010-02-11,92.0300035520608,92.2019815328203,91.62823754878764,92.0300035520608,7439051,92.0300035520608
2010-02-12,91.62733489961697,92.03024874903947,90.7990834955006,91.62733489961697,1853392,91.62733489961697
2010-02-15,90.80034330056611,92.11420418704256,88.65479253713369,90.80034330056611,7015877,90.80034330056611
2010-02-16,93.32315572618953,93.50658684636068,92.38084316821792,93.32315572618953,9670304,93.32315572618953
2010-02-17,93.30426167209818,94.26701660125325,92.72656436025595,93.30426167209818,4662340,93.30426167209818
2010-02-18,91.82392761276708,93.1880274943485,89.93465446202305,91.82392761276708,1154692,91.82392761276708
