Date,Open,High,Low,Close,Volume,Adj Close
2010-01-01,60.0,60.80120661522606,59.46957276218337,60.0,2867306,60.0
2010-01-04,60.44704273771011,60.67686109519554,60.00164239232444,60.44704273771011,9652233,60.44704273771011
2010-01-05,60.3216777158802,60.689993281329414,60.15197621354939,60.3216777158802,1842840,60.3216777158802
2010-01-06,60.90772260471389,61.24867821790741,60.86692008449566,60.90772260471389,5394643,60.90772260471389
2010-01-07,62.29918680490585,62.97250440807054,61.977760867868604,62.29918680490585,6889118,62.29918680490585
2010-01-08,62.08037333241253,62.59807531925818,61.11033903096722,62.08037333241253,6128643,62.08037333241253
2010-01-11,61.86234368693773,62.14640324569197,61.53505930139281,61.86234368693773,1125355,61.86234368693773
2010-01-12,63.32775077615375,63.37218514303659,62.82476081933982,63.32775077615375,5222102,63.32775077615375
2010-01-13,64.05674950512515,65.12070708968548,63.253292471256344,64.05674950512515,1615937,64.05674950512515
2010-01-14,63.60565445804154,63.878915937991806,63.41893501407346,63.60565445804154,2375607,63.60565445804154
2010-01-15,64.12330275786758,64.25647896229799,63.25341770013077,64.12330275786758,1019477,64.12330275786758
2010-01-18,63.677564662574085,63.850499452239035,63.38055340890434,63.677564662574085,4556210,63.677564662574085
2010-01-19,63.232716615100266,64.04003942393605,63.210179537601675,63.232716615100266,7508856,63.232716615100266
2010-01-20,63.462215591342485,64.14827802368069,62.43721715624817,63.462215591342485,3487111,63.462215591342485
2010-01-21,61.64090054074554,62.290073443610495,60.922944713705675,61.64090054074554,3009606,61.64090054074554
2010-01-22,60.046018212422126,60.069769507310845,59.60492522043105,60.046018212422126,2559757,60.046018212422126
2010-01-25,59.539571304100804,59.94533389775092,59.05715047662141,59.539571304100804,8315830,59.539571304100804
2010-01-26,58.63501834347834,58.65162282851702,58.51741455789062,58.63501834347834,7156738,58.63501834347834
2010-01-27,58.91140681514504,58.92893657553586,58.234728393392395,58.91140681514504,4432207,58.91140681514504
2010-01-28,58.1090121794804,58.65423963057309,57.51872815496842,58.1090121794804,7171638,58.1090121794804
2010-01-29,56.87799858475014,57.1715144979623,56.84291632062653,56.87799858475014,2881297,56.87799858475014
2010-02-01,58.12844611381705,58.184319627845376,57.87918174549523,58.12844611381705,7083059,58.12844611381705
2010-02-02,57.93158573106792,58.19938913625762,57.53005866198943,57.93158573106792,5529275,57.93158573106792
2010-02-03,57.990265970755075,58.242231488675976,57.887947043566875,57.990265970755075,9519792,57.990265970755075
2010-02-04,56.75094307685704,56.926401172656234,56.54265131682265,56.75094307685704,2135627,56.75094307685704
2010-02-05,56.28752958168375,56.41256319410299,55.82169949142098,56.28752958168375,1245300,56.28752958168375
2010-02-08,56.381182959927315,56.65110709622553,56.332614019618156,56.381182959927315,9972618,56.381182959927315
2010-02-09,55.40776726781209,56.10355369932116,54.81371897926368,55.40776726781209,1092036,55.40776726781209
2010-02-10,55.72001609326422,56.21849142603245,54.09223913372037,55.72001609326422,6995802,55.72001609326422
2010-02-11,55.218002131236524,55.32118891969222,54.97694252927262,55.218002131236524,7439051,55.218002131236524
2010-02-12,54.97640093977022,55.218149249423725,54.4794500973004,54.97640093977022,1853392,54.97640093977022
2010-02-15,54.48020598033971,55.26852251222559,53.19287552228026,54.48020598033971,7015877,54.48020598033971
2010-02-16,55.99389343571376,56.103952107816454,55.428505900930794,55.99389343571376,9670304,55.99389343571376
2010-02-17,55.982557003258954,56.560209960752,55.63593861615362,55.982557003258954,4662340,55.982557003258954
2010-02-18,55.0943565676603,55.91281649660915,53.960792677213874,55.0943565676603,1154692,55.0943565676603
2010-02-19,55.77412030786521,55.92306524443361,55.76252280032986,55.77412030786521,9362101,55.77412030786521
2010-02-22,54.752748098706554,55.23984540724277,54.354146482144195,54.752748098706554,5457335,54.752748098706554
2010-02-23,54.92428593577084,54.96947982931984,54.82383137149207,54.92428593577084,2657888,54.92428593577084
2010-02-24,53.309783702414435,53.87778898575345,52.576840057191035,53.309783702414435,3585917,53.309783702414435
2010-02-25,52.24770403766434,52.51797537609381,51.910202585166026,52.24770403766434,9110129,52.24770403766434
2010-02-26,52.40198725148702,53.140513317422226,51.983194758047254,52.40198725148702,7147560,52.40198725148702
2010-03-01,52.98244399614555,54.20045640702056,52.72667467986044,52.98244399614555,8946258,52.98244399614555
2010-03-02,53.1186366515585,53.31137154811019,52.612241492042195,53.1186366515585,8557845,53.1186366515585
2010-03-03,53.02649046518513,53.262724817217865,52.96144270177053,53.02649046518513,2824964,53.02649046518513
2010-03-04,52.786993381537165,53.55419134928157,51.929374471193576,52.786993381537165,8724922,52.786993381537165
2010-03-05,51.61629242373743,52.4316090015217,51.44953088136537,51.61629242373743,9152513,51.61629242373743
2010-03-08,51.058957086336896,51.32592396322269,50.930108019980366,51.058957086336896,7789408,51.058957086336896
2010-03-09,50.706161057755814,50.9192216619759,50.55819476575482,50.706161057755814,5764812,50.706161057755814
2010-03-10,51.51020020566166,51.65534802183445,50.70499749050551,51.51020020566166,2568146,51.51020020566166
2010-03-11,51.77569790901163,52.4717965441409,51.31846165859097,51.77569790901163,1483455,51.77569790901163
2010-03-12,50.40645839172886,50.86951830289822,50.367223417403316,50.40645839172886,5036405,50.40645839172886
2010-03-15,50.651497268509736,51.160109601553145,50.56008149000717,50.651497268509736,9935827,50.651497268509736
2010-03-16,50.35892235738986,50.74557693706257,48.75090779651093,50.35892235738986,3186268,50.35892235738986
2010-03-17,49.847586420558606,49.86487599977361,49.69866530637709,49.847586420558606,5445975,49.847586420558606
2010-03-18,50.304945220599635,50.42276681350071,49.92675714467588,50.304945220599635,3871656,50.304945220599635
2010-03-19,51.082910838123986,51.874951622412866,50.86511496740274,51.082910838123986,5708569,51.082910838123986
2010-03-22,51.79649832747594,52.313610761489485,51.20164366491987,51.79649832747594,4855933,51.79649832747594
2010-03-23,51.14447039190609,51.64789686955585,51.08653884032581,51.14447039190609,3326729,51.14447039190609
2010-03-24,50.90725284388309,51.016188685870674,50.17506503686318,50.90725284388309,7695233,50.90725284388309
2010-03-25,51.16020851278899,51.18551424978534,50.68992907315043,51.16020851278899,9274437,51.16020851278899
2010-03-26,51.908844894547215,52.259135898054154,51.56201901751269,51.908844894547215,4907129,51.908844894547215
2010-03-29,51.535744176700604,52.11434732554843,50.57032622708131,51.535744176700604,1095556,51.535744176700604
2010-03-30,51.39222307381878,51.58875194363371,50.83716236258225,51.39222307381878,6399869,51.39222307381878
2010-03-31,50.5393678671415,50.62349176097327,50.31329420874425,50.5393678671415,4469992,50.5393678671415
2010-04-01,49.632534967848635,49.87695101365709,48.996734074166596,49.632534967848635,7139353,49.632534967848635
2010-04-02,50.23745071223253,50.38272166719095,50.20336183357579,50.23745071223253,1652755,50.23745071223253
2010-04-05,51.25946133607179,52.518034961973925,50.82233414378831,51.25946133607179,4666344,51.25946133607179
2010-04-06,51.204093335427494,51.53064231220088,50.955890291232585,51.204093335427494,6650352,51.204093335427494
2010-04-07,51.97486821796002,52.2508531855636,51.53497546187458,51.97486821796002,1743088,51.97486821796002
2010-04-08,52.256807989130785,52.58244133752703,51.92050938894228,52.256807989130785,1059778,52.256807989130785
2010-04-09,51.751129501934855,52.0385951852251,51.21811314540924,51.751129501934855,6003361,51.751129501934855
2010-04-12,52.03166896366629,52.36331212376344,51.8574797710926,52.03166896366629,9075042,52.03166896366629
2010-04-13,53.23206810587186,53.8650061955011,53.01719768101057,53.23206810587186,8706113,53.23206810587186
2010-04-14,53.203461693563895,53.959219126998626,52.69530341793318,53.203461693563895,3173513,53.203461693563895
2010-04-15,54.45212857565657,54.76291208136983,54.22146986781434,54.45212857565657,9910762,54.45212857565657
2010-04-16,52.31236811700645,52.747793028451156,51.233412488746986,52.31236811700645,7913462,52.31236811700645
2010-04-19,52.95730311248394,53.2069520775989,52.39196647125677,52.95730311248394,2011930,52.95730311248394
2010-04-20,53.026449782150074,53.319274057411185,53.01360706411998,53.026449782150074,6862044,53.026449782150074
2010-04-21,52.78862030834049,53.12273628242612,52.0431285614259,52.78862030834049,9280083,52.78862030834049
2010-04-22,52.861279180216464,52.968546884789596,52.81917972204706,52.861279180216464,2785818,52.861279180216464
2010-04-23,51.2852976509469,52.062651531949946,51.05329742875129,51.2852976509469,3951720,51.2852976509469
2010-04-26,51.11630857864752,51.90733611263002,50.573252224480385,51.11630857864752,3082963,51.11630857864752
2010-04-27,51.39012272468815,52.31302646487721,51.17001518179459,51.39012272468815,6962859,51.39012272468815
2010-04-28,52.52936006968842,52.85125404737929,52.431054384874415,52.52936006968842,5256146,52.52936006968842
